Data,Sentimento,Decisão,Preço Unitário,Qtd. Ações,Valor Investido,Caixa Livre,Patrimônio Total,Lucro/Prejuízo,Resumo da Notícia
2025-12-31,NEGATIVO,MANTIDO (Zerado),19.44,0,0.0,10000.0,10000.0,,"Bolsas de NY caem no último pregão, mas fecham 2025 com fortes ganhos Nasdaq lidera os ganhos em 2025, seguido por S&P 500 e Dow Jones; confira as ações que mais subiram nos EUA"
2026-01-29,NEGATIVO,MANTIDO (Zerado),18.76,0,0.0,10000.0,10000.0,,"PicPay quebra jejum de estreias de empresas brasileiras na Bolsa Ações da 'fintech' estreiam esta quinta-feira, 29, na Nasdaq. Seca de IPOs na B3 continua | Big techs pressionam Wall Street e derrubam Nasdaq S&P 500 e Dow Jones também recuam, ampliando o tom negativo do dia"
2026-02-03,NEGATIVO,MANTIDO (Zerado),18.45,0,0.0,10000.0,10000.0,,"Bolsas de NY fecham sem direção única com ataque ao Irã e 'techs' no radar O índice Dow Jones encerrou em queda de 0,15%, aos 48.904,16 pontos, o S&P 500 ganhou 0,04%, aos 6.881,55 pontos, e o Nasdaq subiu 0,36%, aos 22.748,86 pontos"
2026-02-10,NEGATIVO,MANTIDO (Zerado),18.18,0,0.0,10000.0,10000.0,,Dow Jones renova recorde apesar de recuo do S&P 500 e Nasdaq Dados fracos de vendas no varejo e temores com avanço da IA pressionaram ações
2026-02-16,NEGATIVO,MANTIDO (Zerado),18.14,0,0.0,10000.0,10000.0,,Nasdaq cai com vendas em tecnologia e foco em dados dos EUA Investidores reduzem exposição a setores ligados à tecnologia e à IA em meio a incertezas sobre impacto nos lucros
2026-02-18,NEGATIVO,MANTIDO (Zerado),18.14,0,0.0,10000.0,10000.0,,"Ibovespa fecha em queda com Vale e se descola das altas em NY Enquanto S&P 500, Nasdaq e Dow Jones avançam, mineradora puxou índice brasileiro para baixo"
2026-03-03,NEGATIVO,MANTIDO (Zerado),18.1,0,0.0,10000.0,10000.0,,"Ibovespa acompanha NY e reduz perdas, mas segue em baixa de mais de 2% No exterior, as bolsas de Nova York também desaceleravam as perdas. O Dow Jones caía 0,70%, o S&P 500 recuava 0,83% e o Nasdaq perdia 0,88%"
2026-03-06,NEGATIVO,MANTIDO (Zerado),17.87,0,0.0,10000.0,10000.0,,"Mercados globais ficam estáveis à espera de dados dos EUA Enquanto os futuros dos índices S&P 500, Nasdaq 100 e Dow Jones praticamente não se mexeram, o índice europeu Stoxx 600 subiu 0,4%. Na Ásia, o MSCI Asia Pacific avançou 0,2%"
2026-03-26,NEGATIVO,MANTIDO (Zerado),17.17,0,0.0,10000.0,10000.0,,"Impasse entre EUA e Irã derruba Wall Street; Nasdaq cai 2,38% Entre os papéis mais pressionados estiveram gigantes do setor de tecnologia, como Meta, Alphabet, Nvidia e Intel"
2026-03-27,NEGATIVO,MANTIDO (Zerado),16.96,0,0.0,10000.0,10000.0,,Bolsas de NY fecham em forte queda com pessimismo sobre guerra no Irã Índices Nasdaq e Dow Jones entram em território de correção depois de caírem mais de 10% desde suas máximas
